sauter;	To bang, hump, have sex with To jump, leap Je saute sur mon lit. I jumped her on my bed. Je l ai saut e sur mon lit. I m jumping on my bed. assaut. sauteur. sauteuse. sautable.

pipeline;	a system through which something is conducted To lay a system of pipes through something a conduit made of pipes used to convey water, gas or petroleum etc The inside of a wave that a surfer is riding, when wave has started closing over. To design a microchip etc. so that processing takes place in efficient stages, the output of each stage being fed as input to the next. To convey something by a system of pipes a channel either physical or logical by which information is transmitted sequentially that is, the first information in is the first information out. An oil pipeline has been opened from the Caspian Sea. D images are rendered using the graphics pipeline. A new version of the software is in the pipeline, but has not been rolled-out. queue. ol oduc. pipe. fifo. pipelin. ing.

eleventh;	The person or thing in the eleventh position. The ordinal form of the number eleven. One of eleven equal parts of a whole.

whirlpool;	a swirling body of water. turmoil, or agitated excitement A whirlpool is an instance of a vortex produced by ocean tides, or by a hole underneath where the water would drain out, such as in a bathtub.

dominatrix;	A dominating woman. a female dominator. ref name COED-pron defs The Concise Oxford English Dictionary Edition A dominant female in sadomasochistic practices. ref name COED-pron defs The Concise Oxford English Dictionary Edition dominator.

giant;	An Ethernet packet that exceeds the medium s maximum packet size of, bytes. A mythical human of very great size Very large. A star that is considerably more luminous than a main sequence star of the same temperature eg. red giant, blue giant. A very large organization. A very tall person. A tall species of a particular animal or plant. Specifically, any of the Gigantes, the race of giants in the Greek mythology. The retail giant is set to acquire two more struggling high-street chains. colossal. gigantic. giantess. vast. enormous. giantism. prodigious. immense.

transmitter;	something that transmits something in all senses. an electronic device that generates and amplifies a carrier wave, modulates it with a meaningful signal derived from speech, music, TV or other sources, and broadcasts the resulting signal from an antenna.

automated;	Done by machine. Made automatic

cane;	The plant itself, including many species in the Grass family Gramineae. a reed. freezing, biting A strong short staff used for support or decoration during walking. a walking stick. It hurts. A length of colored and or patterned glass rod, used in the specific glassblowing technique called caneworking. hammer A long rod often collapsible and commonly white for visibility to other persons, used by blind persons for guidance in determining their course and for probing for obstacles in their path. To do something well, in a competent fashion. Corporal punishment by beating with a cane. the cane. terrible, dreadful, awful sugar cane. Sometimes applied to maize or rarely to sorghum when such plants are processed to make molasses treacle or sugar. A short rod or stick, traditionally of wood or bamboo, used for corporal punishment. duck To strike or beat, notably with a cane or similar implement. to destroy. dog in general, male dog The slender, flexible main stem of a plant such as bamboo, including many species in the Grass family Gramineae. Oggi fa un freddo cane! - Today is freezing cold! Don t hit me with that, it really canes! After breaking his leg, he needed a cane to walk. The teacher gave his student the cane for throwing paper. cane toad. walking stick. canaio. cane d acqua. of. canard. tree. canicola. cane knife. blind man s cane. canea. cane sugar. caning. rod. floricane. trunk. white cane. cagnetto. abbaiare. stalk. bau. canino. pescecane. cagnesco. cane da penna. cane lupo. the cane. canile. switch. six of the best. cagnolino. cagnara. whipping. cane da caccia. bamboo cane. staff. canide. walking cane. cane poliziotto. canidi. cane da ferma. cane da riporto. caneworking. cane che abbaia non morde. reed. a. sugar cane. primocane. accanirsi. molasses cane. stem. canaglia. can. ing. dogs. firearms.

jess;	A compact coal-like, velvet-black mineral, with a polish making it fit for use in jewelry. To fasten a strap around the leg of a hawk. A short strap fastened around the leg of a bird used in falconry, to which a leash may be fastened. A very dark, velvety black shade. jesses. jessing. jessed. falconry.
